movieId,title,genres
movieId 26078,Advise and Consent (1962),Drama
movieId 26082,Harakiri (Seppuku) (1962),Drama
movieId 26084,"Music Man, The (1962)",Children|Comedy|Musical|Romance
movieId 26085,Mutiny on the Bounty (1962),Adventure|Drama|Romance
movieId 26095,"Carabineers, The (Carabiniers, Les) (1963)",Comedy|Drama|War
movieId 26116,"Hush... Hush, Sweet Charlotte (1964)",Horror|Thriller
movieId 26122,Onibaba (1964),Drama|Horror|War
movieId 26124,Robinson Crusoe on Mars (1964),Sci-Fi
movieId 26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)",Drama|War
movieId 26133,"Charlie Brown Christmas, A (1965)",Animation|Children|Comedy
movieId 26142,Major Dundee (1965),Adventure|War|Western
movieId 26147,"Thousand Clowns, A (1965)",Comedy|Drama|Romance
movieId 26150,Andrei Rublev (Andrey Rublyov) (1969),Drama|War
movieId 26151,Au Hasard Balthazar (1966),Crime|Drama
movieId 26152,Batman (1966),Action|Adventure|Comedy
movieId 26158,Closely Watched Trains (Ostre sledované vlaky) (1966),Comedy|Drama|War
movieId 26159,Tokyo Drifter (Tôkyô nagaremono) (1966),Action|Crime|Drama
movieId 26169,Branded to Kill (Koroshi no rakuin) (1967),Action|Crime|Drama
movieId 26171,Play Time (a.k.a. Playtime) (1967),Comedy
movieId 26172,Point Blank (1967),Action|Crime|Drama|Thriller
movieId 26176,Titicut Follies (1967),Documentary|Drama
movieId 26183,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),Action|Adventure|Animation|Children|Comedy
movieId 26184,"Diamond Arm, The (Brilliantovaya ruka) (1968)",Action|Adventure|Comedy|Crime|Thriller
movieId 26195,Sympathy for the Devil (1968),Documentary|Musical
movieId 26198,"Yours, Mine and Ours (1968)",Children|Comedy
movieId 26225,"Claire's Knee (Genou de Claire, Le) (1970)",Comedy|Romance
movieId 26231,Performance (1970),Crime|Drama|Thriller
movieId 26236,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)",Action|Adventure|Comedy|Drama|Romance|War
movieId 26237,Zabriskie Point (1970),Drama|Romance
movieId 26242,Duel (1971),Action|Mystery|Thriller
movieId 26249,They Call Me Trinity (1971),Comedy|Western
movieId 26258,"Topo, El (1970)",Fantasy|Western
movieId 26265,Dr. Phibes Rises Again (1972),Adventure|Comedy|Horror|Romance
movieId 26283,Charley Varrick (1973),Crime|Drama|Thriller
movieId 26285,Dark Star (1974),Comedy|Sci-Fi|Thriller
movieId 26303,Sisters (1973),Horror|Thriller
movieId 26308,Turkish Delight (Turks fruit) (1973),Drama|Romance
movieId 26313,California Split (1974),Comedy|Drama
movieId 26317,Emmanuelle (1974),Drama|Romance
movieId 26322,Gone in 60 Seconds (1974),Action|Crime|Drama
movieId 26326,"Holy Mountain, The (Montaña sagrada, La) (1973)",Drama
movieId 26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",Action|Adventure|Animation|Children|Comedy|Fantasy
movieId 26344,French Connection II (1975),Action|Crime|Drama|Thriller
movieId 26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",Comedy|Drama|Romance
movieId 26350,"Passenger, The (Professione: reporter) (1975)",Drama
movieId 26357,Trilogy of Terror (1975),Horror|Thriller
movieId 26359,1900 (Novecento) (1976),Drama|War
movieId 26365,Futureworld (1976),Sci-Fi|Thriller
movieId 26366,Harlan County U.S.A. (1976),Documentary
movieId 26375,Silver Streak (1976),Action|Comedy|Crime
movieId 26386,High Anxiety (1977),Comedy|Thriller
movieId 26391,"New York, New York (1977)",Drama|Musical|Romance
movieId 26394,"Turning Point, The (1977)",Drama|Romance
movieId 26399,Five Deadly Venoms (1978),Action
movieId 26401,Last Hurrah for Chivalry (Hao xia) (1979),Action|Drama
movieId 26409,"Clonus Horror, The (1979)",Horror|Sci-Fi
movieId 26413,Snake in the Eagle's Shadow (Se ying diu sau) (1978),Action|Comedy
movieId 26422,Hair (1979),Comedy|Drama|Musical
movieId 26429,Love at First Bite (1979),Comedy|Horror|Romance
movieId 26444,"Hitch Hikers Guide to the Galaxy, The (1981)",Adventure|Comedy|Sci-Fi
movieId 26453,Smiley's People (1982),Drama|Mystery
movieId 26464,Blue Thunder (1983),Action|Crime|Drama
movieId 26467,"Day After, The (1983)",Drama|Sci-Fi
movieId 26471,Eddie Murphy Delirious (1983),Comedy|Documentary
movieId 26472,"Norte, El (1984)",Adventure|Drama
movieId 26492,Twilight Zone: The Movie (1983),Fantasy|Horror|Sci-Fi|Thriller
movieId 26498,Boy Meets Girl (1984),Drama
movieId 26504,Cloak & Dagger (1984),Action|Adventure|Children|Crime|Mystery|Thriller
movieId 26510,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",Adventure|Children|Fantasy|Sci-Fi
movieId 26523,"Silent Night, Deadly Night (1984)",Horror|Thriller
movieId 26524,"Times of Harvey Milk, The (1984)",Documentary
movieId 26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),Comedy|Drama
movieId 26528,Anne of Green Gables (1985),Children|Drama
movieId 26539,Death of a Salesman (1985),Drama
movieId 26542,Ewoks: The Battle for Endor (1985),Adventure|Children|Fantasy|Sci-Fi
movieId 26547,Police Story (Ging chaat goo si) (1985),Action|Comedy|Crime|Thriller
movieId 26554,"Quiet Earth, The (1985)",Drama|Mystery|Sci-Fi
movieId 26555,Spies Like Us (1985),Comedy
movieId 26562,White Nights (1985),Drama
movieId 26564,'Round Midnight (1986),Drama|Musical
movieId 26567,Club Paradise (1986),Comedy
movieId 26578,"Sacrifice, The (Offret - Sacraficatio) (1986)",Drama
movieId 26585,"Better Tomorrow, A (Ying hung boon sik) (1986)",Crime|Drama|Thriller
movieId 26587,"Decalogue, The (Dekalog) (1989)",Crime|Drama|Romance
movieId 26590,G.I. Joe: The Movie (1987),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
movieId 26593,Hell Comes to Frogtown (1988),Action|Comedy|Sci-Fi
movieId 26599,"Law of Desire (Ley del deseo, La) (1987)",Comedy|Drama|Romance
movieId 26603,Prince of Darkness (1987),Fantasy|Horror|Sci-Fi|Thriller
movieId 26606,"Chinese Ghost Story, A (Sinnui yauwan) (1987)",Action|Fantasy|Horror|Romance
movieId 26612,"Better Tomorrow II, A (Ying hung boon sik II) (1987)",Crime|Drama|Thriller
movieId 26614,"Bourne Identity, The (1988)",Action|Adventure|Drama|Mystery|Thriller
movieId 26622,Dominick and Eugene (1988),Drama
movieId 26629,Killer Klowns from Outer Space (1988),Comedy|Horror|Sci-Fi
movieId 26630,Moonwalker (1988),Musical
movieId 26631,Alice (Neco z Alenky) (1988),Animation|Fantasy|Mystery
movieId 26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),Comedy
movieId 26649,Lonesome Dove (1989),Adventure|Drama|Western
movieId 26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),Adventure|Animation|Children|Drama|Fantasy
movieId 26676,Almost an Angel (1990),Comedy
movieId 26680,Cry-Baby (1990),Comedy|Musical|Romance
movieId 26681,Bullet in the Head (1990),Action|Drama|War
movieId 26686,Ghost Dad (1990),Comedy|Fantasy
movieId 26693,It (1990),Drama|Fantasy|Horror|Mystery|Thriller
movieId 26694,Ju Dou (1990),Drama
movieId 26695,"Krays, The (1990)",Drama
movieId 26696,Lionheart (1990),Action
movieId 26700,Nuns on the Run (1990),Comedy|Crime
movieId 26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller
movieId 26704,State of Grace (1990),Crime|Drama|Thriller
movieId 26712,35 Up (1991),Documentary
movieId 26713,Days of Being Wild (A Fei jingjyuhn) (1990),Drama|Romance
movieId 26717,Begotten (1990),Drama|Horror
movieId 26726,Dutch (1991),Comedy
movieId 26729,Hearts of Darkness: A Filmmakers Apocalypse (1991),Documentary
movieId 26732,Johnny Stecchino (1991),Comedy
movieId 26736,Riki-Oh: The Story of Ricky (Lik Wong) (1991),Action|Crime|Thriller
movieId 26741,Mannequin 2: On the Move (1991),Comedy|Fantasy|Romance
movieId 26743,Only Yesterday (Omohide poro poro) (1991),Animation|Drama
movieId 26745,Other People's Money (1991),Comedy|Drama|Romance
movieId 26750,Quigley Down Under (1990),Adventure|Drama|Western
movieId 26761,Prime Suspect 2 (1992),Crime|Drama|Mystery|Romance|Thriller
movieId 26764,Captain America (1990),Action|Fantasy|Sci-Fi|Thriller|War
movieId 26765,City Hunter (Sing si lip yan) (1993),Action|Comedy|Romance
movieId 26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),Adventure|Animation|Comedy|Fantasy|Romance
movieId 26777,"Stolen Children (Ladro di bambini, Il) (1992)",Drama
movieId 26778,Ladybugs (1992),Comedy
movieId 26782,"Mambo Kings, The (1992)",Drama|Musical
movieId 26791,Shining Through (1992),Drama|Romance|Thriller|War
movieId 26792,Sidekicks (1992),Action|Adventure|Children|Comedy
movieId 26796,"Heart in Winter, A (Un coeur en hiver) (1992)",Drama|Romance
movieId 26797,Visions of Light: The Art of Cinematography (1992),Documentary
movieId 26810,Bad Boy Bubby (1993),Drama
movieId 26812,Barbarians at the Gate (1993),Drama
movieId 26819,Fortress (1992),Action|Sci-Fi
movieId 26828,Mr. Nanny (1993),Action|Children|Comedy
movieId 26838,"Snapper, The (1993)",Comedy|Drama
movieId 26840,Sonatine (Sonachine) (1993),Action|Comedy|Crime|Drama
movieId 26849,"Stand, The (1994)",Adventure|Drama|Fantasy|Horror|Sci-Fi
movieId 26854,"Darkman II: Return of Durant, The (1995)",Action|Crime|Horror
movieId 26861,Freaked (1993),Comedy|Sci-Fi
movieId 26865,Fist of Legend (Jing wu ying xiong) (1994),Action|Drama
movieId 26870,Major League II (1994),Comedy
movieId 26871,My Father the Hero (1994),Comedy|Romance
movieId 26875,"Pure Formality, A (Pura formalità, Una) (1994)",Crime|Film-Noir|Mystery|Thriller
movieId 26887,"Langoliers, The (1995)",Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller
movieId 26900,"Last Wedding, The (Kivenpyörittäjän kylä) (1995)",Comedy|Drama
movieId 26901,Last of the Dogmen (1995),Adventure|Western
movieId 26903,Whisper of the Heart (Mimi wo sumaseba) (1995),Animation|Drama|Romance
movieId 26913,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994),Action|Animation
movieId 26928,"Summer's Tale, A (Conte d'été) (1996)",Comedy|Drama|Romance
movieId 26940,"Late Shift, The (1996)",Comedy
movieId 26947,Pusher (1996),Crime|Thriller
movieId 26958,Emma (1996),Romance
movieId 26965,"Boxer, The (1997)",Drama|Thriller
movieId 26974,Gummo (1997),Drama
movieId 26985,Nirvana (1997),Action|Sci-Fi
movieId 26999,"Lion King II: Simba's Pride, The (1998)",Adventure|Animation|Children|Musical|Romance
movieId 27002,From the Earth to the Moon (1998),Action|Documentary|Drama|Thriller
movieId 27003,Beowulf (1999),Action|Horror|Sci-Fi
movieId 27006,RKO 281 (1999),Drama
movieId 27008,From Dusk Till Dawn 2: Texas Blood Money (1999) ,Comedy|Crime|Horror
movieId 27020,Gia (1998),Drama|Romance
movieId 27022,Thursday (1998),Action|Crime|Thriller
movieId 27032,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller
movieId 27036,Merlin (1998),Action|Adventure|Drama|Fantasy|Romance
movieId 27074,Brave New World (1998),Sci-Fi
movieId 27075,Addams Family Reunion (1998),Children|Comedy|Fantasy
movieId 27105,Purgatory (1999),Fantasy|Western
movieId 27124,Bleeder (1999),Drama|Thriller
movieId 27134,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),Action|Crime|Fantasy
movieId 27140,Candyman 3: Day of the Dead (1999),Horror
movieId 27155,"Batman/Superman Movie, The (1998)",Action|Adventure|Animation|Children|Fantasy|Sci-Fi
movieId 27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
movieId 27176,Style Wars (1983),Documentary
movieId 27178,In July (Im Juli) (2000),Comedy|Romance
movieId 27186,Kirikou and the Sorceress (Kirikou et la sorcière) (1998),Adventure|Animation|Children|Fantasy
movieId 27193,Taxi 2 (2000),Action|Comedy
movieId 27246,If These Walls Could Talk 2 (2000),Drama|Romance
movieId 27251,"10th Kingdom, The (2000)",Adventure|Comedy|Fantasy
movieId 27255,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",Drama
movieId 27266,2046 (2004),Drama|Fantasy|Romance|Sci-Fi
movieId 27306,Bartleby (2001),Comedy|Drama
movieId 27311,Batman Beyond: Return of the Joker (2000),Action|Animation|Crime|Sci-Fi|Thriller
movieId 27317,Audition (Ôdishon) (1999),Drama|Horror|Mystery|Romance|Thriller
movieId 27320,"Nine Lives of Tomas Katz, The (2000)",Comedy|Drama|Fantasy
movieId 27328,Monday (2000),Action|Comedy|Crime|Fantasy|Thriller
movieId 27329,Paradise Lost 2: Revelations (2000),Documentary
movieId 27368,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),Adventure|Comedy|Fantasy
movieId 27369,Daria: Is It Fall Yet? (2000),Animation|Comedy
movieId 27370,Late Night Shopping (2001),Comedy
movieId 27373,61* (2001),Drama
movieId 27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War
movieId 27408,Ripley's Game (2002),Drama|Thriller
movieId 27416,Jalla! Jalla! (2000),Comedy|Drama|Romance
movieId 27420,Teknolust (2002),Comedy|Drama|Romance|Sci-Fi
movieId 27426,"Accidental Spy, The (Dak miu mai shing) (2001)",Action|Comedy|Thriller
movieId 27434,Darkness (2002),Horror|Mystery
movieId 27441,Blood: The Last Vampire (2000),Action|Animation|Horror
movieId 27450,Blueberry (2004),Adventure|Western
movieId 27473,American Psycho II: All American Girl (2002),Comedy|Crime|Horror|Mystery|Thriller
movieId 27478,Ali G Indahouse (2002),Comedy
movieId 27480,Dead or Alive 2: Tôbôsha (2000),Action|Crime|Thriller
movieId 27482,Cube 2: Hypercube (2002),Horror|Mystery|Sci-Fi
movieId 27491,Pulse (Kairo) (2001),Horror|Mystery|Thriller
movieId 27513,Dog Days (Hundstage) (2001),Drama
movieId 27523,My Sassy Girl (Yeopgijeogin geunyeo) (2001),Comedy|Romance
movieId 27537,Nothing (2003),Comedy|Fantasy|Mystery|Sci-Fi
movieId 27539,Undertaking Betty (Plots with a View) (2002),Comedy|Romance
movieId 27549,Dead or Alive: Final (2002),Comedy|Crime|Drama|Sci-Fi|Thriller
movieId 27555,Fubar (2002),Comedy
movieId 27563,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)",Comedy|Horror|Musical
movieId 27584,Dead End (2003),Comedy|Horror|Mystery|Thriller
movieId 27592,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),Crime|Drama
movieId 27595,Jesus Christ Vampire Hunter (2001),Action|Comedy|Horror|Musical
movieId 27604,Suicide Club (Jisatsu saakuru) (2001),Horror|Mystery|Thriller
movieId 27611,Battlestar Galactica (2003),Drama|Sci-Fi|War
movieId 27618,"Sound of Thunder, A (2005)",Action|Adventure|Drama|Sci-Fi|Thriller
movieId 27619,"Lion King 1½, The (2004)",Adventure|Animation|Children|Comedy
movieId 27627,Oasis (2002),Drama|Romance
movieId 27644,Remember Me (Ricordati di me) (2003),Comedy|Drama|Romance
movieId 27660,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
movieId 27664,"Brown Bunny, The (2003)",Drama
movieId 27667,Ju-on: The Curse (2000),Horror
movieId 27674,11:14 (2003),Comedy|Crime|Drama|Mystery|Thriller
movieId 27683,Tremors 4: The Legend Begins (2004),Action|Comedy|Horror|Sci-Fi|Thriller|Western
movieId 27685,Bring It On Again (2004),Comedy
movieId 27689,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",Action|Crime|Thriller
movieId 27692,And Starring Pancho Villa as Himself (2003),Action|Comedy|Drama|War
movieId 27695,Nicotina (2003),Action|Comedy|Drama
movieId 27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),Action|Drama|Thriller|War
movieId 27705,In Hell (2003),Action|Drama|Thriller
movieId 27706,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
movieId 27708,Helen of Troy (2003),Action|Adventure|Drama|Romance
movieId 27716,"Green Butchers, The (Grønne slagtere, De) (2003)",Comedy|Crime|Drama|Romance
movieId 27721,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",Drama|Mystery|Romance|War
movieId 27722,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),Drama|Romance
movieId 27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),Action|Animation|Drama|Sci-Fi|Thriller
movieId 27731,"Cat Returns, The (Neko no ongaeshi) (2002)",Adventure|Animation|Children|Fantasy
movieId 27741,"Twilight Samurai, The (Tasogare Seibei) (2002)",Drama|Romance
movieId 27744,"Facing Windows (Finestra di fronte, La) (2003)",Drama|Romance
movieId 27746,Ginger Snaps: Unleashed (2004),Horror|Thriller
movieId 27751,'Salem's Lot (2004),Drama|Horror|Mystery|Thriller
movieId 27762,Comic Book: The Movie (2004),Comedy
movieId 27768,Intimate Strangers (Confidences trop intimes) (2004),Drama
movieId 27769,Down to the Bone (2004),Drama
movieId 27772,Ju-on: The Grudge (2002),Horror
movieId 27773,Old Boy (2003),Mystery|Thriller
movieId 27776,Red Lights (Feux rouges) (2004),Drama
movieId 27778,Ginger Snaps Back: The Beginning (2004),Fantasy|Horror
movieId 27784,One Missed Call (Chakushin ari) (2003),Horror|Mystery
movieId 27788,"Jacket, The (2005)",Drama|Mystery|Sci-Fi|Thriller
movieId 27790,Millions (2004),Children|Comedy|Crime|Drama|Fantasy
movieId 27793,Starship Troopers 2: Hero of the Federation (2004),Action|Horror|Sci-Fi|War
movieId 27801,Ong-Bak: The Thai Warrior (Ong Bak) (2003),Action|Thriller
movieId 27802,Infernal Affairs 2 (Mou gaan dou II) (2003),Action|Crime|Drama|Thriller
movieId 27803,"Sea Inside, The (Mar adentro) (2004)",Drama
movieId 27808,Spanglish (2004),Comedy|Drama|Romance
movieId 27815,"Chorus, The (Choristes, Les) (2004)",Drama
movieId 27816,Saints and Soldiers (2003),Action|Adventure|Drama|War
movieId 27820,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",Documentary|Drama
movieId 27821,"Interpreter, The (2005)",Drama|Thriller
movieId 27822,Open Water (2003),Drama|Thriller
movieId 27826,Touch of Pink (2004),Comedy|Drama|Romance
movieId 27829,Slasher (2004),Documentary
movieId 27830,"Bobby Jones, Stroke of Genius (2004)",Drama
movieId 27831,Layer Cake (2004),Crime|Drama|Thriller
movieId 27834,"Return, The (Vozvrashcheniye) (2003)",Drama
movieId 27837,Flight of the Phoenix (2004),Action|Adventure
movieId 27838,Mean Creek (2004),Drama|Thriller
movieId 27839,"Ring Two, The (2005)",Drama|Horror|Mystery|Thriller
movieId 27846,"Corporation, The (2003)",Documentary
movieId 27850,"Yes Men, The (2003)",Documentary
movieId 27865,Azumi (2003),Action|Adventure|Drama|Thriller
movieId 27866,In My Father's Den (2004),Drama
movieId 27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),Action|Drama|War
movieId 27873,Metallica: Some Kind of Monster (2004),Documentary
movieId 27878,Born into Brothels (2004),Documentary
movieId 27879,DiG! (2004),Documentary
movieId 27882,Riding Giants (2004),Documentary
movieId 27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),Comedy|Documentary|Drama
movieId 27904,"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller
movieId 27905,Casshern (2004),Action|Drama|Fantasy|Sci-Fi
movieId 27912,Outfoxed: Rupert Murdoch's War on Journalism (2004),Documentary
movieId 30707,Million Dollar Baby (2004),Drama
movieId 30745,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),Comedy|Crime|Drama|Horror|Mystery
movieId 30749,Hotel Rwanda (2004),Drama|War
movieId 30793,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX
movieId 30803,3-Iron (Bin-jip) (2004),Drama|Romance
movieId 30810,"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy
movieId 30812,"Aviator, The (2004)",Drama
movieId 30816,"Phantom of the Opera, The (2004)",Drama|Musical|Romance
movieId 30818,Beyond the Sea (2004),Drama|Musical
movieId 30820,"Woodsman, The (2004)",Drama
movieId 30822,In Good Company (2004),Comedy|Drama
movieId 30825,Meet the Fockers (2004),Comedy
movieId 30846,"Assassination of Richard Nixon, The (2004)",Crime|Drama|Thriller
movieId 30848,"Love Song for Bobby Long, A (2004)",Drama
movieId 30850,"Merchant of Venice, The (2004)",Drama
movieId 30883,Fat Albert (2004),Comedy|Fantasy
movieId 30890,"Keys to the House, The (Chiavi di casa, Le) (2004)",Drama
movieId 30892,In the Realms of the Unreal (2004),Animation|Documentary
movieId 30894,White Noise (2005),Drama|Horror|Mystery|Sci-Fi|Thriller
movieId 30898,"Upside of Anger, The (2005)",Comedy|Drama|Romance
movieId 30994,Little Miss Marker (1980),Comedy|Drama
movieId 31000,Sweet Liberty (1986),Comedy
movieId 31030,I Remember Mama (1948),Children|Drama
movieId 31038,Smooth Talk (1985),Drama|Romance
movieId 31049,Out Cold (1989),Comedy|Thriller
movieId 31083,Man Trouble (1992),Comedy|Romance
movieId 31086,Battles Without Honor & Humanity (Jingi naki tatakai) (1973),Crime|Drama
movieId 31101,Stander (2003),Action|Crime|Drama
movieId 31114,Imaginary Heroes (2004),Comedy|Drama
movieId 31116,Sergeant York (1941),Drama|War
movieId 31123,Ruby & Quentin (Tais-toi!) (2003),Comedy|Crime
movieId 31150,Wizards (1977),Animation|Fantasy|Sci-Fi|War
movieId 31162,"Life and Death of Peter Sellers, The (2004)",Comedy|Drama
movieId 31184,Appleseed (Appurushîdo) (2004),Action|Animation|Fantasy|Sci-Fi
movieId 31193,"Many Adventures of Winnie the Pooh, The (1977)",Animation|Children|Musical
movieId 31221,Elektra (2005),Action|Adventure|Crime|Drama
movieId 31223,Racing Stripes (2005),Children|Comedy
movieId 31225,Coach Carter (2005),Drama
movieId 31260,Boys Town (1938),Drama
movieId 31297,Gold Diggers of 1935 (1935),Comedy|Musical
movieId 31309,Rocco and His Brothers (Rocco e i suoi fratelli) (1960),Crime|Drama
movieId 31364,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller
movieId 31367,"Chase, The (1994)",Action|Adventure|Comedy|Crime|Romance|Thriller
movieId 31410,"Downfall (Untergang, Der) (2004)",Drama|War
movieId 31420,Assault on Precinct 13 (2005),Action|Crime|Drama|Thriller
movieId 31422,Are We There Yet? (2005),Children|Comedy
movieId 31424,Alone in the Dark (2005),Action|Horror|Sci-Fi|Thriller
movieId 31427,Hide and Seek (2005),Horror|Mystery|Thriller
movieId 31431,Boogeyman (2005),Drama|Horror|Mystery|Thriller
movieId 31433,"Wedding Date, The (2005)",Comedy|Romance
movieId 31435,Rory O'Shea Was Here (Inside I'm Dancing) (2004),Drama
movieId 31437,Nobody Knows (Dare mo shiranai) (2004),Drama
movieId 31445,Employee of the Month (2004),Comedy|Drama
movieId 31522,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)",Drama
movieId 31545,"Trou, Le (Hole, The) (Night Watch, The) (1960)",Crime|Film-Noir
movieId 31553,Double Dragon (1994),Action|Adventure|Sci-Fi
movieId 31590,Hands Off the Loot (Touchez pas au grisbi) (1954),Crime|Drama|Thriller
movieId 31610,Purple Butterfly (Zi hudie) (2003),Drama
movieId 31617,El Cid (1961),Action|Adventure|Drama|Romance|War
movieId 31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
movieId 31660,Steamboy (Suchîmubôi) (2004),Action|Animation|Drama|Sci-Fi
movieId 31664,Gorgeous (Boh lee chun) (1999),Action|Comedy|Romance
movieId 31685,Hitch (2005),Comedy|Romance
movieId 31692,Uncle Nino (2003),Comedy
movieId 31694,Bride & Prejudice (2004),Comedy|Musical|Romance
movieId 31696,Constantine (2005),Action|Fantasy|Horror|Thriller
movieId 31698,Son of the Mask (2005),Adventure|Children|Comedy|Fantasy
movieId 31700,Because of Winn-Dixie (2005),Children|Comedy|Drama
movieId 31702,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),Drama|War
movieId 31737,Bunny Lake Is Missing (1965),Mystery|Thriller
movieId 31804,Night Watch (Nochnoy dozor) (2004),Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller
movieId 31851,Sons of the Desert (1933),Comedy
movieId 31867,Man of the House (2005),Action|Comedy
movieId 31878,Kung Fu Hustle (Gong fu) (2004),Action|Comedy
movieId 31903,Zelary (2003),Drama|Romance
movieId 31909,Dr. Giggles (1992),Comedy|Horror
movieId 31921,"Seven-Per-Cent Solution, The (1976)",Adventure|Comedy|Crime|Drama|Mystery|Thriller
movieId 31923,"Three Musketeers, The (1973)",Action|Adventure|Comedy
movieId 31925,Royal Flash (1975),Adventure|Comedy|Romance
movieId 31952,Control (Kontroll) (2003),Comedy|Crime|Drama|Mystery
movieId 31973,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948),Drama|War
movieId 32009,Tyler Perry's Diary of a Mad Black Woman (2005),Comedy|Drama|Romance
movieId 32011,Cursed (2005),Horror|Thriller
movieId 32017,"Pacifier, The (2005)",Action|Comedy
movieId 32019,Be Cool (2005),Comedy|Crime|Musical
movieId 32022,Gunner Palace (2004),Documentary|War
movieId 32029,Hostage (2005),Action|Crime|Drama|Thriller
movieId 32031,Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX
movieId 32058,Class Action (1991),Drama
movieId 32060,"Cat and the Canary, The (1927)",Horror|Mystery
movieId 32116,"Oh, God! You Devil (1984)",Comedy
movieId 32139,"Agony and the Ecstasy, The (1965)",Drama
movieId 32160,Twentieth Century (1934),Comedy
movieId 32179,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),Crime|Drama|Thriller
movieId 32213,Cube Zero (2004),Horror|Mystery|Sci-Fi|Thriller
movieId 32234,Julia (1977),Drama
movieId 32243,Stealing Rembrandt (Rembrandt) (2003),Action|Comedy|Crime
movieId 32289,Ice Princess (2005),Children|Comedy|Drama
movieId 32291,Melinda and Melinda (2004),Comedy|Drama
movieId 32294,Milk and Honey (2003),Drama
movieId 32296,Miss Congeniality 2: Armed and Fabulous (2005),Adventure|Comedy|Crime
movieId 32298,Guess Who (2005),Comedy|Romance
movieId 32300,D.E.B.S. (2004),Action|Comedy
movieId 32302,"League of Ordinary Gentlemen, A (2004)",Documentary
movieId 32314,Incident at Loch Ness (2004),Adventure|Comedy|Documentary
movieId 32371,Call Northside 777 (1948),Crime|Drama|Film-Noir
movieId 32387,"Sword of Doom, The (Dai-bosatsu tôge) (1966)",Action|Drama
movieId 32392,800 Bullets (800 Balas) (2002),Comedy|Crime|Drama|Western
movieId 32440,If Looks Could Kill (1991),Action|Comedy
movieId 32442,Greedy (1994),Comedy
movieId 32456,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)",Animation|Comedy|Drama|Fantasy
movieId 32460,Knockin' on Heaven's Door (1997),Action|Comedy|Crime|Drama
movieId 32469,We're No Angels (1955),Comedy|Crime|Drama
